cat_yahoofinanzas,emisora,benchmark_morningstar,clas_cnbv,link_cnbv,familia,link_morningstar,link_yahoofinanzas1,link_yahoofinanzas2
,MONEXCP BMC-2,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000589&SecurityToken=F000000589%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000589,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCPBMC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCPBMC-2.MX
,MONEXCP BMC-3,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000058P&SecurityToken=F00000058P%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000058P,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCPBMC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCPBMC-3.MX
,MONEXCR BEC-1,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000021QV&SecurityToken=F0000021QV%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000021QV,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBEC-1.MX
,MONEXCR BFC-1,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000021QU&SecurityToken=F0000021QU%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000021QU,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC-1.MX
,MONEXCR BFC-2,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000021QL&SecurityToken=F0000021QL%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000021QL,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC-2.MX
,MONEXCR BFC-3,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000021QJ&SecurityToken=F0000021QJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000021QJ,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFC-3.MX
,MONEXCR BFD,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000J01N&SecurityToken=F00000J01N%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000J01N,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFD.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBFD.MX
,MONEXCR BMC-1,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000021QF&SecurityToken=F0000021QF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000021QF,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBMC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXCRBMC-1.MX
,MONEXIN A,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUR&SecurityToken=F00000VZUR%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUR,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINA.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINA.MX
,MONEXIN BEC-1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUY&SecurityToken=F00000VZUY%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUY,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBEC-1.MX
,MONEXIN BFC-1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUT&SecurityToken=F00000VZUT%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUT,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC-1.MX
,MONEXIN BFC-2,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV0&SecurityToken=F00000VZV0%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV0,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC-2.MX
,MONEXIN BFC-3,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUV&SecurityToken=F00000VZUV%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUV,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBFC-3.MX
,MONEXIN BMC-1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV2&SecurityToken=F00000VZV2%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV2,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBMC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXINBMC-1.MX
,MONEXM+ BEC-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000474&SecurityToken=F000000474%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000474,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC-1.MX
,MONEXM+ BEC-2,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000477&SecurityToken=F000000477%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000477,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC-2.MX
,MONEXM+ BEC-3,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000478&SecurityToken=F000000478%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000478,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEC-3.MX
,MONEXM+ BEM-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZIZ&SecurityToken=F000001ZIZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZIZ,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBEM-1.MX
,MONEXM+ BFC-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000047E&SecurityToken=F00000047E%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000047E,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC-1.MX
,MONEXM+ BFC-2,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000047G&SecurityToken=F00000047G%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000047G,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC-2.MX
,MONEXM+ BFC-3,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000047I&SecurityToken=F00000047I%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000047I,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFC-3.MX
,MONEXM+ BFD,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000J4KC&SecurityToken=F00000J4KC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000J4KC,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFD.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBFD.MX
,MONEXM+ BMC-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000047N&SecurityToken=F00000047N%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000047N,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBMC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBMC-1.MX
,MONEXM+ BMD,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000J4KD&SecurityToken=F00000J4KD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000J4KD,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBMD.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMBMD.MX
,MONEXMP BED,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000040GT&SecurityToken=F0000040GT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000040GT,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBED.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBED.MX
,MONEXMP BEEC1,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003Z4F&SecurityToken=F000003Z4F%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003Z4F,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC1.MX
,MONEXMP BEEC2,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000040GS&SecurityToken=F0000040GS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000040GS,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC2.MX
,MONEXMP BEEC3,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003Z4G&SecurityToken=F000003Z4G%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003Z4G,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBEEC3.MX
,MONEXMP BFEC1,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003Z4H&SecurityToken=F000003Z4H%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003Z4H,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC1.MX
,MONEXMP BFEC2,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003Z4I&SecurityToken=F000003Z4I%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003Z4I,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC2.MX
,MONEXMP BFEC3,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003ZRY&SecurityToken=F000003ZRY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003ZRY,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBFEC3.MX
,MONEXMP BMEC1,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003Z4K&SecurityToken=F000003Z4K%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003Z4K,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBMEC1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MONEXMPBMEC1.MX
,MULTIAR BE-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000N4R5&SecurityToken=F00000N4R5%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000N4R5,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBE-1.MX
,MULTIAR BF-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000N4R6&SecurityToken=F00000N4R6%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000N4R6,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBF-1.MX
,MULTIAR BM-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000N4R7&SecurityToken=F00000N4R7%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000N4R7,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIARBM-1.MX
,MULTINS BE-1,,Deuda PM - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BT&SecurityToken=F0000029BT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BT,https://es-us.finanzas.yahoo.com/q/hp?s=MULTINSBE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTINSBE-1.MX
,MULTIPC B,,Común - Balanceado,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005O0&SecurityToken=F0000005O0%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005O0,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPCB.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPCB.MX
,MULTIPV BE-1,,"Deuda PM - Bancario, gubern. y privado",http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BS&SecurityToken=F0000029BS%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BS,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBE-1.MX
,MULTIPV BF-1,,"Deuda PM - Bancario, gubern. y privado",http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BY&SecurityToken=F0000029BY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BY,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBF-1.MX
,MULTIPV BM-1,,"Deuda PM - Bancario, gubern. y privado",http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BX&SecurityToken=F0000029BX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIPVBM-1.MX
,MULTIRE BE-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005ND&SecurityToken=F0000005ND%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005ND,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBE-1.MX
,MULTIRE BF-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002BSA&SecurityToken=F000002BSA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002BSA,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBF-1.MX
,MULTIRE BM-1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000005NG&SecurityToken=F0000005NG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000005NG,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTIREBM-1.MX
,MULTISI BE-1,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BP&SecurityToken=F0000029BP%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BP,https://es-us.finanzas.yahoo.com/q/hp?s=MULTISIBE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTISIBE-1.MX
,MULTISI BE-2,,Deuda PM no contribuyente - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000029BR&SecurityToken=F0000029BR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000029BR,https://es-us.finanzas.yahoo.com/q/hp?s=MULTISIBE2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=MULTISIBE-2.MX
